State, Facility Name, Facility ID (ORISPL), Stack/Unit/Pipe ID, Associated Units, Year, CO2 (short tons)
"SC","W S Lee","3264","3",,"2016","137509.863",
"SC","W S Lee","3264","7C",,"2016","10519.943",
"SC","W S Lee","3264","8C",,"2016","10940.685",
"SC","Wateree","3297","CS001"," WAT1, WAT2","2016","2408472.279",
"SC","Wateree","3297","MS1"," WAT1","2016",,
"SC","Wateree","3297","MS2"," WAT2","2016",,
"SC","Wateree","3297","WAT1",,"2016",,
"SC","Wateree","3297","WAT2",,"2016",,
"SC","WestRock CP, LLC Florence Mill","50806","16",,"2016",,
"SC","Williams","3298","WIL1",,"2016","2322329.938",
"SC","Williams","3298","WIL4",,"2016",,
"SC","Williams","3298","WIL5",,"2016",,
"SC","Winyah","6249","1",,"2016","637574.351",
"SC","Winyah","6249","2",,"2016","493272.377",
"SC","Winyah","6249","3",,"2016","618098.814",
"SC","Winyah","6249","4",,"2016","554343.421",
"SD","Aberdeen Generating Station","3338","2A",,"2016","4027.9",
"SD","Aberdeen Generating Station","3338","2B",,"2016","4130.3",
"SD","Angus Anson","7237","2",,"2016","11269.856",
"SD","Angus Anson","7237","3",,"2016","7557.679",
"SD","Angus Anson","7237","4",,"2016","20950.511",
"SD","Big Stone","6098","1",,"2016","1951119.05",
"SD","Deer Creek Station","56610","01",,"2016","183817.746",
"SD","Groton Generating Station","56238","CT001",,"2016","11474.489",
"SD","Groton Generating Station","56238","CT002",,"2016","33533.011",
"SD","Huron","3344","**2A",,"2016","2257.8",
"SD","Huron","3344","**2B",,"2016","3027.6",
"SD","Lange","55478","CT1",,"2016","8268.806",
"TN","Allen","3393","1",,"2016","928249.058",
"TN","Allen","3393","2",,"2016","943620.183",
"TN","Allen","3393","3",,"2016","948401.978",
"TN","Allen","3393","ACT17",,"2016","578.4",
"TN","Allen","3393","ACT18",,"2016","1369.9",
"TN","Allen","3393","ACT19",,"2016","251.1",
"TN","Allen","3393","ACT20",,"2016","783.1",
"TN","Brownsville CT","55081","AA-001",,"2016","36395.166",
"TN","Brownsville CT","55081","AA-002",,"2016","73707.452",
"TN","Brownsville CT","55081","AA-003",,"2016","88265.902",
"TN","Brownsville CT","55081","AA-004",,"2016","92576.784",
"TN","Bull Run","3396","1",,"2016","1797301.512",
"TN","Cumberland","3399","1",,"2016","5486693.812",
"TN","Cumberland","3399","2",,"2016","6189480.493",
"TN","Cumberland","3399","A1",,"2016",,
"TN","Cumberland","3399","B1",,"2016",,
"TN","Eastman Chemical Company","50481","253-25",,"2016",,
"TN","Eastman Chemical Company","50481","253-26",,"2016",,
"TN","Eastman Chemical Company","50481","253-27",,"2016",,
"TN","Eastman Chemical Company","50481","253-28",,"2016",,
"TN","Eastman Chemical Company","50481","253-29",,"2016",,
"TN","Eastman Chemical Company","50481","325-30",,"2016",,
"TN","Eastman Chemical Company","50481","325-31",,"2016",,
"TN","Eastman Chemical Company","50481","83-23",,"2016",,
"TN","Eastman Chemical Company","50481","83-24",,"2016",,
"TN","Gallatin","3403","1",,"2016","982795.349",
"TN","Gallatin","3403","2",,"2016","1116659.063",
"TN","Gallatin","3403","3",,"2016","1151855.855",
"TN","Gallatin","3403","4",,"2016","1227056.694",
"TN","Gallatin","3403","GCT1",,"2016",,
"TN","Gallatin","3403","GCT2",,"2016","11766.0",
"TN","Gallatin","3403","GCT3",,"2016","13814.3",
"TN","Gallatin","3403","GCT4",,"2016","13829.7",
"TN","Gallatin","3403","GCT5",,"2016","25887.327",
"TN","Gallatin","3403","GCT6",,"2016","27974.862",
"TN","Gallatin","3403","GCT7",,"2016",,
"TN","Gallatin","3403","GCT8",,"2016","26911.218",
"TN","Gleason Generating Facility","55251","CTG-1",,"2016","84155.237",
"TN","Gleason Generating Facility","55251","CTG-2",,"2016","98193.322",
"TN","Gleason Generating Facility","55251","CTG-3",,"2016","77196.229",
"TN","John Sevier","3405","JCC1",,"2016","572880.987",
"TN","John Sevier","3405","JCC2",,"2016","604307.605",
"TN","John Sevier","3405","JCC3",,"2016","594339.2",
"TN","Johnsonville","3406","1",,"2016",,
"TN","Johnsonville","3406","10",,"2016",,
"TN","Johnsonville","3406","2",,"2016",,
"TN","Johnsonville","3406","3",,"2016",,
"TN","Johnsonville","3406","4",,"2016",,
"TN","Johnsonville","3406","5",,"2016",,
"TN","Johnsonville","3406","6",,"2016",,
"TN","Johnsonville","3406","7",,"2016",,
"TN","Johnsonville","3406","8",,"2016",,
"TN","Johnsonville","3406","9",,"2016",,
"TN","Johnsonville","3406","CSJO10"," 1, 10, 2, 3, 4, 5, 6, 7, 8, 9","2016","2042049.0",
"TN","Johnsonville","3406","JCT1",,"2016","1204.8",
"TN","Johnsonville","3406","JCT10",,"2016","904.5",
"TN","Johnsonville","3406","JCT11",,"2016","1467.6",
"TN","Johnsonville","3406","JCT12",,"2016","1633.4",
"TN","Johnsonville","3406","JCT13",,"2016","2042.0",
"TN","Johnsonville","3406","JCT14",,"2016","2268.3",
"TN","Johnsonville","3406","JCT15",,"2016","2047.6",
"TN","Johnsonville","3406","JCT16",,"2016","2253.4",
"TN","Johnsonville","3406","JCT17",,"2016","28132.55",
"TN","Johnsonville","3406","JCT18",,"2016","20668.247",
"TN","Johnsonville","3406","JCT19",,"2016","28344.387",
"TN","Johnsonville","3406","JCT2",,"2016","932.9",
"TN","Johnsonville","3406","JCT20",,"2016","23342.183",
"TN","Johnsonville","3406","JCT3",,"2016","1323.6",
"TN","Johnsonville","3406","JCT4",,"2016","1512.8",
"TN","Johnsonville","3406","JCT5",,"2016","1247.0",
"TN","Johnsonville","3406","JCT6",,"2016","1578.9",
"TN","Johnsonville","3406","JCT7",,"2016","1475.4",
"TN","Johnsonville","3406","JCT8",,"2016","616.3",
"TN","Johnsonville","3406","JCT9",,"2016","672.6",
"TN","Kingston","3407","1",,"2016",,
"TN","Kingston","3407","2",,"2016",,
"TN","Kingston","3407","3",,"2016",,
"TN","Kingston","3407","4",,"2016",,
"TN","Kingston","3407","5",,"2016",,
"TN","Kingston","3407","6",,"2016",,
"TN","Kingston","3407","7",,"2016",,
"TN","Kingston","3407","8",,"2016",,
"TN","Kingston","3407","9",,"2016",,
"TN","Kingston","3407","CSKI15"," 1, 2, 3, 4, 5, 6, 7, 8, 9","2016","81.795",
"TN","Kingston","3407","CSKI69"," 1, 2, 3, 4, 5, 6, 7, 8, 9","2016","31.888",
"TN","Kingston","3407","CSN19"," 1, 2, 3, 4, 5, 6, 7, 8, 9","2016","2123593.261",
"TN","Kingston","3407","CSS19"," 1, 2, 3, 4, 5, 6, 7, 8, 9","2016","2253086.528",
"TN","Lagoon Creek","7845","LCC1",,"2016","517667.315",
"TN","Lagoon Creek","7845","LCC2",,"2016","509512.212",
"TN","Lagoon Creek","7845","LCT1",,"2016","16864.745",
"TN","Lagoon Creek","7845","LCT10",,"2016","19246.399",
"TN","Lagoon Creek","7845","LCT11",,"2016","42849.961",
"TN","Lagoon Creek","7845","LCT12",,"2016","43299.373",
"TN","Lagoon Creek","7845","LCT2",,"2016","30394.591",
"TN","Lagoon Creek","7845","LCT3",,"2016","44258.065",
"TN","Lagoon Creek","7845","LCT4",,"2016","42407.038",
"TN","Lagoon Creek","7845","LCT5",,"2016","42493.699",
"TN","Lagoon Creek","7845","LCT6",,"2016","43913.039",
"TN","Lagoon Creek","7845","LCT7",,"2016","39038.849",
"TN","Lagoon Creek","7845","LCT8",,"2016","37906.313",
"TN","Lagoon Creek","7845","LCT9",,"2016","22813.269",
"TN","Packaging Corporation of America","50296","017",,"2016",,
"TN","Resolute Forest Products - Calhoun Ops","50956","11",,"2016",,
"TN","Resolute Forest Products - Calhoun Ops","50956","12",,"2016",,
"TN","Tate & Lyle-Loudon","880079","34",,"2016",,
"TN","Tate & Lyle-Loudon","880079","35",,"2016",,
"TN","Valero Refining Company-Tennessee, LLC","55703","P049",,"2016",,
"TX","Alex Ty Cooke Generating Station","3602","1",,"2016","11160.511",
"TX","Alex Ty Cooke Generating Station","3602","2",,"2016",,
"TX","Antelope Elk Energy Center","57865","1",,"2016","16879.54",
"TX","Antelope Elk Energy Center","57865","2",,"2016","25272.352",
"TX","Antelope Elk Energy Center","57865","3",,"2016","9292.448",
"TX","Barney M. Davis","4939","1",,"2016","45387.062",
"TX","Barney M. Davis","4939","3",,"2016","158204.887",
"TX","Barney M. Davis","4939","4",,"2016","160222.982",
"TX","Bastrop Clean Energy Center","55168","CTG-1A",,"2016","528958.964",
"TX","Bastrop Clean Energy Center","55168","CTG-1B",,"2016","543350.328",
"TX","Bayou Cogeneration Plant","10298","CG802",,"2016","297546.044",
"TX","Bayou Cogeneration Plant","10298","CG803",,"2016","399526.331",
"TX","Bayou Cogeneration Plant","10298","CG804",,"2016","370795.393",
"TX","Baytown Energy Center","55327","CTG-1",,"2016","565069.549",
"TX","Baytown Energy Center","55327","CTG-2",,"2016","521577.486",
"TX","Baytown Energy Center","55327","CTG-3",,"2016","582746.891",
"TX","Big Brown","3497","1",,"2016","1326784.311",
"TX","Big Brown","3497","2",,"2016","2695243.353",
"TX","Blackhawk Station","55064","001",,"2016","468168.153",
"TX","Blackhawk Station","55064","002",,"2016","469652.401",
"TX","Bosque County Power Plant","55172","GT-1",,"2016","510375.916",
"TX","Bosque County Power Plant","55172","GT-2",,"2016","544633.895",
"TX","Bosque County Power Plant","55172","GT-3",,"2016","523133.557",
"TX","Brazos Valley Energy, LP","55357","CTG1",,"2016","510269.627",
"TX","Brazos Valley Energy, LP","55357","CTG2",,"2016","487121.663",
"TX","C. R. Wing Cogeneration Plant","52176","1",,"2016","40275.898",
"TX","C. R. Wing Cogeneration Plant","52176","2",,"2016","54884.336",
"TX","Calpine Hidalgo Energy Center","7762","HRSG1",,"2016","490985.399",
"TX","Calpine Hidalgo Energy Center","7762","HRSG2",,"2016","422783.127",
"TX","Cedar Bayou","3460","CBY1",,"2016","356250.21",
"TX","Cedar Bayou","3460","CBY2",,"2016","371269.776",
"TX","Cedar Bayou 4","56806","CBY41",,"2016","257565.941",
"TX","Cedar Bayou 4","56806","CBY42",,"2016","212661.682",
"TX","Channel Energy Center","55299","CTG1",,"2016","543049.896",
"TX","Channel Energy Center","55299","CTG2",,"2016","550949.417",
"TX","Channel Energy Center","55299","CTG3",,"2016","514216.49",
"TX","Channelview Cogeneration Facility","55187","CHV1",,"2016","603027.781",
"TX","Channelview Cogeneration Facility","55187","CHV2",,"2016","684710.148",
"TX","Channelview Cogeneration Facility","55187","CHV3",,"2016","644228.86",
"TX","Channelview Cogeneration Facility","55187","CHV4",,"2016","636481.971",
"TX","Clear Lake Cogeneration","10741","G102",,"2016","56639.33",
"TX","Clear Lake Cogeneration","10741","G103",,"2016",,
"TX","Clear Lake Cogeneration","10741","G104",,"2016","70607.48",
"TX","Coleto Creek","6178","1",,"2016","2281361.772",
"TX","Colorado Bend Energy Center","56350","CT1A",,"2016","227178.881",
"TX","Colorado Bend Energy Center","56350","CT1B",,"2016","226557.624",
"TX","Colorado Bend Energy Center","56350","CT2A",,"2016","255090.706",
"TX","Colorado Bend Energy Center","56350","CT2B",,"2016","251481.897",
"TX","Copper Station","9","CTG-1",,"2016",,
"TX","Corpus Christi Energy Center","55206","CU1",,"2016","691947.519",
"TX","Corpus Christi Energy Center","55206","CU2",,"2016","485269.794",
"TX","Cottonwood Energy Project","55358","CT1",,"2016","363119.24",
"TX","Cottonwood Energy Project","55358","CT2",,"2016","337460.917",
"TX","Cottonwood Energy Project","55358","CT3",,"2016","288682.691",
"TX","Cottonwood Energy Project","55358","CT4",,"2016","196540.296",
"TX","Decker Creek","3548","1",,"2016","125072.094",
"TX","Decker Creek","3548","2",,"2016","127320.873",
"TX","Decker Creek","3548","GT-1A",,"2016",,
"TX","Decker Creek","3548","GT-1B",,"2016",,
"TX","Decker Creek","3548","GT-2A",,"2016",,
"TX","Decker Creek","3548","GT-2B",,"2016",,
"TX","Decker Creek","3548","GT-3A",,"2016",,
"TX","Decker Creek","3548","GT-3B",,"2016",,
"TX","Decker Creek","3548","GT-4A",,"2016",,
"TX","Decker Creek","3548","GT-4B",,"2016",,
"TX","Decordova","8063","CT1",,"2016",,
"TX","Decordova","8063","CT2",,"2016",,
"TX","Decordova","8063","CT3",,"2016",,
"TX","Decordova","8063","CT4",,"2016",,
"TX","Deer Park Energy Center","55464","CTG1",,"2016","623417.972",
"TX","Deer Park Energy Center","55464","CTG2",,"2016","543030.499",
"TX","Deer Park Energy Center","55464","CTG3",,"2016","657669.601",
"TX","Deer Park Energy Center","55464","CTG4",,"2016","654287.838",
"TX","Deer Park Energy Center","55464","CTG5",,"2016","737940.085",
"TX","Eastman Cogeneration Facility","55176","1",,"2016","498278.929",
"TX","Eastman Cogeneration Facility","55176","2",,"2016","529462.155",
"TX","Ector County Energy Center","58471","CT-1",,"2016","80808.827",
"TX","Ector County Energy Center","58471","CT-2",,"2016","63890.63",
"TX","Ennis Power Company, LLC","55223","GT-1",,"2016","452216.74",
"TX","Exelon Laporte Generating Station","55365","GT-1",,"2016","15262.4",
"TX","Exelon Laporte Generating Station","55365","GT-2",,"2016","15677.9",
"TX","Exelon Laporte Generating Station","55365","GT-3",,"2016","15152.0",
"TX","Exelon Laporte Generating Station","55365","GT-4",,"2016","15044.9",
"TX","Exxonmobil Beaumont Refinery","50625","61STK1",,"2016","532051.03",
"TX","Exxonmobil Beaumont Refinery","50625","61STK2",,"2016","523980.547",
"TX","Exxonmobil Beaumont Refinery","50625","61STK3",,"2016","597766.832",
"TX","Forney Power Plant","55480","U1",,"2016","543194.961",
"TX","Forney Power Plant","55480","U2",,"2016","546016.487",
"TX","Forney Power Plant","55480","U3",,"2016","544887.312",
"TX","Forney Power Plant","55480","U4",,"2016","529213.97",
"TX","Forney Power Plant","55480","U5",,"2016","541805.619",
"TX","Forney Power Plant","55480","U6",,"2016","538713.891",
"TX","Freestone Power Generation","55226","GT1",,"2016","537933.808",
"TX","Freestone Power Generation","55226","GT2",,"2016","560951.21",
"TX","Freestone Power Generation","55226","GT3",,"2016","529645.27",
"TX","Freestone Power Generation","55226","GT4",,"2016","554420.931",
"TX","Frontera Generation Facility","55098","1",,"2016","519711.833",
"TX","Frontera Generation Facility","55098","2",,"2016","373379.318",
"TX","Gibbons Creek Steam Electric Station","6136","1",,"2016","299036.811",
"TX","Graham","3490","1",,"2016","25963.831",
"TX","Graham","3490","2",,"2016","50911.469",
"TX","Greens Bayou","3464","GBY5",,"2016","1154.944",
"TX","Greens Bayou","3464","GBY73",,"2016",,
"TX","Greens Bayou","3464","GBY74",,"2016",,
"TX","Greens Bayou","3464","GBY81",,"2016",,
"TX","Greens Bayou","3464","GBY82",,"2016",,
"TX","Greens Bayou","3464","GBY83",,"2016",,
"TX","Greens Bayou","3464","GBY84",,"2016",,
"TX","Gregory Power Facility","55086","101",,"2016","639441.891",
"TX","Gregory Power Facility","55086","102",,"2016","677444.55",
"TX","Guadalupe Generating Station","55153","CTG-1",,"2016","498719.631",
"TX","Guadalupe Generating Station","55153","CTG-2",,"2016","454021.11",
"TX","Guadalupe Generating Station","55153","CTG-3",,"2016","538684.824",
"TX","Guadalupe Generating Station","55153","CTG-4",,"2016","594718.152",
"TX","H W Pirkey Power Plant","7902","1",,"2016","4469782.66",
"TX","Handley Generating Station","3491","3",,"2016","152547.093",
"TX","Handley Generating Station","3491","4",,"2016","101476.588",
"TX","Handley Generating Station","3491","5",,"2016","94176.134",
"TX","Hardin County Peaking Facility","56604","HCCT1",,"2016","15517.337",
"TX","Hardin County Peaking Facility","56604","HCCT2",,"2016","19882.171",
"TX","Harrington Station","6193","061B",,"2016","1359098.149",
"TX","Harrington Station","6193","062B",,"2016","1485532.64",
"TX","Harrington Station","6193","063B",,"2016","1623480.707",
"TX","Harrison County Power Project","55664","GT-1",,"2016","406223.483",
"TX","Harrison County Power Project","55664","GT-2",,"2016","412828.573",
"TX","Hays Energy Facility","55144","STK1",,"2016","320506.755",
"TX","Hays Energy Facility","55144","STK2",,"2016","363273.26",
"TX","Hays Energy Facility","55144","STK3",,"2016","369706.662",
"TX","Hays Energy Facility","55144","STK4",,"2016","394174.019",
"TX","J K Spruce","7097","**1",,"2016","1864620.725",
"TX","J K Spruce","7097","**2",,"2016","2205864.775",
"TX","J Robert Massengale Generating Station","3604","GT1",,"2016","25525.577",
"TX","J T Deely","6181","1",,"2016",,
"TX","J T Deely","6181","2",,"2016",,
"TX","J T Deely","6181","CS012"," 1, 2","2016","2437463.85",
"TX","Jack County Generation Facility","55230","CT-1",,"2016","480740.123",
"TX","Jack County Generation Facility","55230","CT-2",,"2016","468161.329",
"TX","Jack County Generation Facility","55230","CT-3",,"2016","468462.782",
"TX","Jack County Generation Facility","55230","CT-4",,"2016","467099.374",
"TX","Johnson County Generation Facility","54817","EAST",,"2016","178474.497",
"TX","Jones Station","3482","151B",,"2016","276303.963",
"TX","Jones Station","3482","152B",,"2016","342979.091",
"TX","Jones Station","3482","153T",,"2016","102892.125",
"TX","Jones Station","3482","154T",,"2016","100445.04",
"TX","Knox Lee Power Plant","3476","2",,"2016","2904.817",
"TX","Knox Lee Power Plant","3476","3",,"2016","2481.506",
"TX","Knox Lee Power Plant","3476","4",,"2016","8838.414",
"TX","Knox Lee Power Plant","3476","5",,"2016","59196.808",
"TX","Lake Hubbard","3452","1",,"2016","29282.469",
"TX","Lake Hubbard","3452","2",,"2016","128812.199",
"TX","Lamar Power Plant","55097","1",,"2016","494430.728",
"TX","Lamar Power Plant","55097","2",,"2016","477196.027",
"TX","Lamar Power Plant","55097","3",,"2016","468277.367",
"TX","Lamar Power Plant","55097","4",,"2016","514640.62",
"TX","Laredo","3439","4",,"2016","80171.476",
"TX","Laredo","3439","5",,"2016","47336.491",
"TX","Leon Creek","3609","CGT1",,"2016","7827.71",
"TX","Leon Creek","3609","CGT2",,"2016","9750.445",
"TX","Leon Creek","3609","CGT3",,"2016","8079.102",
"TX","Leon Creek","3609","CGT4",,"2016","9247.58",
"TX","Lewis Creek","3457","1",,"2016","531861.806",
"TX","Lewis Creek","3457","2",,"2016","644883.947",
"TX","Limestone","298","LIM1",,"2016","3427462.097",
"TX","Limestone","298","LIM2",,"2016","4151889.944",
"TX","Lone Star Power Plant","3477","1",,"2016","5435.167",
"TX","Lost Pines 1","55154","1",,"2016","456028.372",
"TX","Lost Pines 1","55154","2",,"2016","408071.478",
"TX","Magic Valley Generating Station","55123","CTG-1",,"2016","514284.584",
"TX","Magic Valley Generating Station","55123","CTG-2",,"2016","532800.267",
"TX","Martin Lake","6146","1",,"2016","4107256.161",
"TX","Martin Lake","6146","2",,"2016","2128802.991",
"TX","Martin Lake","6146","3",,"2016","2723821.737",
"TX","Midlothian Energy","55091","STK1",,"2016","368392.561",
"TX","Midlothian Energy","55091","STK2",,"2016","290873.308",
"TX","Midlothian Energy","55091","STK3",,"2016","270666.103",
"TX","Midlothian Energy","55091","STK4",,"2016","410615.643",
"TX","Midlothian Energy","55091","STK5",,"2016","420270.503",
"TX","Midlothian Energy","55091","STK6",,"2016","394930.167",
"TX","Montana Power Station","58562","GT-1",,"2016","119484.83",
"TX","Montana Power Station","58562","GT-2",,"2016","114495.775",
"TX","Montana Power Station","58562","GT-3",,"2016","49197.17",
"TX","Monticello","6147","1",,"2016","1499228.379",
"TX","Monticello","6147","2",,"2016","1425853.058",
"TX","Monticello","6147","3",,"2016","3044825.691",
"TX","Morgan Creek","3492","CT1",,"2016",,
"TX","Morgan Creek","3492","CT2",,"2016",,
"TX","Morgan Creek","3492","CT3",,"2016",,
"TX","Morgan Creek","3492","CT4",,"2016",,
"TX","Morgan Creek","3492","CT5",,"2016",,
"TX","Morgan Creek","3492","CT6",,"2016",,
"TX","Mountain Creek Generating Station","3453","6",,"2016","31042.064",
"TX","Mountain Creek Generating Station","3453","7",,"2016","48797.794",
"TX","Mountain Creek Generating Station","3453","8",,"2016","247380.731",
"TX","Mustang Station","55065","1",,"2016","498912.596",
"TX","Mustang Station","55065","2",,"2016","414370.379",
"TX","Mustang Station (56326)","56326","GEN1",,"2016","66672.73",
"TX","Mustang Station (56326)","56326","GEN2",,"2016","29837.012",
"TX","Mustang Station (56326)","56326","GEN3",,"2016","28393.791",
"TX","Nacogdoches Power LLC","55708","BFB-1",,"2016","139369.375",
"TX","New Gulf Power Facility","50137","1",,"2016","7377.579",
"TX","Newman","3456","**4",,"2016","94914.561",
"TX","Newman","3456","**5",,"2016","173969.75",
"TX","Newman","3456","1",,"2016","98172.825",
"TX","Newman","3456","2",,"2016","170465.554",
"TX","Newman","3456","3",,"2016","103260.047",
"TX","Newman","3456","GT-6A",,"2016","122287.449",
"TX","Newman","3456","GT-6B",,"2016","136196.682",
"TX","Nichols Station","3484","141B",,"2016","72901.996",
"TX","Nichols Station","3484","142B",,"2016","47779.114",
"TX","Nichols Station","3484","143B",,"2016","130400.525",
"TX","Nueces Bay","3441","8",,"2016","243398.431",
"TX","Nueces Bay","3441","9",,"2016","244499.243",
"TX","O W Sommers","3611","1",,"2016","158491.456",
"TX","O W Sommers","3611","2",,"2016","120856.07",
"TX","Oak Grove","6180","1",,"2016","4759111.178",
"TX","Oak Grove","6180","2",,"2016","5007717.659",
"TX","Odessa-Ector Power Partners, LP","55215","GT1",,"2016","379138.838",
"TX","Odessa-Ector Power Partners, LP","55215","GT2",,"2016","368500.064",
"TX","Odessa-Ector Power Partners, LP","55215","GT3",,"2016","309794.261",
"TX","Odessa-Ector Power Partners, LP","55215","GT4",,"2016","403290.976",
"TX","Oklaunion Power Station","127","1",,"2016","2171549.712",
"TX","Optim Energy Altura Cogen, LLC","50815","ENG101",,"2016","298702.704",
"TX","Optim Energy Altura Cogen, LLC","50815","ENG201",,"2016","257223.094",
"TX","Optim Energy Altura Cogen, LLC","50815","ENG301",,"2016","271174.213",
"TX","Optim Energy Altura Cogen, LLC","50815","ENG401",,"2016","238313.508",
"TX","Optim Energy Altura Cogen, LLC","50815","ENG501",,"2016","269242.448",
"TX","Optim Energy Altura Cogen, LLC","50815","ENG601",,"2016","272107.549",
"TX","Panda Sherman Power Station","58005","CTG1",,"2016","569036.969",
"TX","Panda Sherman Power Station","58005","CTG2",,"2016","562296.965",
"TX","Panda Temple Power Station","58001","CTG1",,"2016","472061.863",
"TX","Panda Temple Power Station","58001","CTG2",,"2016","464520.407",
"TX","Panda Temple Power Station","58001","CTG3",,"2016","401943.952",
"TX","Panda Temple Power Station","58001","CTG4",,"2016","399464.328",
"TX","Paris Energy Center","50109","HRSG1",,"2016","94467.008",
"TX","Paris Energy Center","50109","HRSG2",,"2016","89660.165",
"TX","Pasadena Power Plant","55047","CG-1",,"2016","525669.523",
"TX","Pasadena Power Plant","55047","CG-2",,"2016","540961.515",
"TX","Pasadena Power Plant","55047","CG-3",,"2016","525080.685",
"TX","Permian Basin","3494","5",,"2016",,
"TX","Permian Basin","3494","6",,"2016",,
"TX","Permian Basin","3494","CT1",,"2016","1155.501",
"TX","Permian Basin","3494","CT2",,"2016","1407.056",
"TX","Permian Basin","3494","CT3",,"2016","964.256",
"TX","Permian Basin","3494","CT4",,"2016","1952.943",
"TX","Permian Basin","3494","CT5",,"2016","2137.407",
"TX","Plant X","3485","111B",,"2016","15074.83",
"TX","Plant X","3485","112B",,"2016","61234.078",
"TX","Plant X","3485","113B",,"2016","41866.053",
"TX","Plant X","3485","114B",,"2016","209338.259",
"TX","Power Lane Steam Plant","4195","2",,"2016","3062.6",
"TX","Power Lane Steam Plant","4195","3",,"2016","8694.275",
"TX","Quail Run Energy Center","56349","CT1A",,"2016","69550.547",
"TX","Quail Run Energy Center","56349","CT1B",,"2016","72215.534",
"TX","Quail Run Energy Center","56349","CT2A",,"2016","78193.028",
"TX","Quail Run Energy Center","56349","CT2B",,"2016","75443.004",
"TX","R W Miller","3628","**4",,"2016","21202.752",
"TX","R W Miller","3628","**5",,"2016","22694.81",
"TX","R W Miller","3628","1",,"2016","8172.933",
"TX","R W Miller","3628","2",,"2016","28251.568",
"TX","R W Miller","3628","3",,"2016","88420.265",
"TX","Ray Olinger","3576","BW2",,"2016","4127.575",
"TX","Ray Olinger","3576","BW3",,"2016","15163.45",
"TX","Ray Olinger","3576","CE1",,"2016","89.75",
"TX","Ray Olinger","3576","GE4",,"2016","2765.975",
"TX","Rio Nogales Power Project, LP","55137","CTG-1",,"2016","394124.366",
"TX","Rio Nogales Power Project, LP","55137","CTG-2",,"2016","422545.973",
"TX","Rio Nogales Power Project, LP","55137","CTG-3",,"2016","404295.929",
"TX","Roland C. Dansby Power Plant","6243","1",,"2016","77718.189",
"TX","Roland C. Dansby Power Plant","6243","2",,"2016","5555.217",
"TX","Roland C. Dansby Power Plant","6243","3",,"2016","7316.535",
"TX","SRW Cogen Limited Partnership","55120","CTG-1",,"2016","639754.35",
"TX","SRW Cogen Limited Partnership","55120","CTG-2",,"2016","485452.065",
"TX","Sabine","3459","1",,"2016","321695.039",
"TX","Sabine","3459","2",,"2016","40071.245",
"TX","Sabine","3459","3",,"2016","636467.816",
"TX","Sabine","3459","4",,"2016","1185591.175",
"TX","Sabine","3459","5",,"2016","728541.843",
"TX","Sabine Cogeneration Facility","55104","SAB-1",,"2016","158023.823",
"TX","Sabine Cogeneration Facility","55104","SAB-2",,"2016","161639.881",
"TX","Sam Bertron","3468","SRB1",,"2016",,
"TX","Sam Bertron","3468","SRB2",,"2016",,
"TX","Sam Bertron","3468","SRB3",,"2016",,
"TX","Sam Bertron","3468","SRB4",,"2016",,
"TX","Sam Rayburn Plant","3631","CT7",,"2016","5342.18",
"TX","Sam Rayburn Plant","3631","CT8",,"2016","33526.919",
"TX","Sam Rayburn Plant","3631","CT9",,"2016","30437.104",
"TX","Sam Seymour","6179","1",,"2016","3112880.115",
"TX","Sam Seymour","6179","2",,"2016","3432587.98",
"TX","Sam Seymour","6179","3",,"2016","2700550.728",
"TX","San Jacinto County Peaking Facility","56603","SJCCT1",,"2016","63498.03",
"TX","San Jacinto County Peaking Facility","56603","SJCCT2",,"2016","75863.385",
"TX","San Jacinto Steam Electric Station","7325","CP1"," SJS1, SJS2","2016","407436.655",
"TX","San Jacinto Steam Electric Station","7325","SJS1",,"2016",,
"TX","San Jacinto Steam Electric Station","7325","SJS2",,"2016",,
"TX","San Miguel","6183","SM-1",,"2016","2448524.0",
"TX","Sand Hill Energy Center","7900","SH1",,"2016","22237.804",
"TX","Sand Hill Energy Center","7900","SH2",,"2016","23959.167",
"TX","Sand Hill Energy Center","7900","SH3",,"2016","29260.221",
"TX","Sand Hill Energy Center","7900","SH4",,"2016","24174.998",
"TX","Sand Hill Energy Center","7900","SH5",,"2016","561620.34",
"TX","Sand Hill Energy Center","7900","SH6",,"2016","26011.74",
"TX","Sand Hill Energy Center","7900","SH7",,"2016","24078.423",
"TX","Sandow","6648","4",,"2016","3451205.966",
"TX","Sandow Station","52071","5A",,"2016","1680957.296",
"TX","Sandow Station","52071","5B",,"2016","1744222.299",
"TX","Sandy Creek Energy Station","56611","S01",,"2016","2728676.24",
"TX","Silas Ray","3559","10",,"2016","20940.484",
"TX","Silas Ray","3559","9",,"2016","36186.759",
"TX","Sim Gideon","3601","1",,"2016","34164.137",
"TX","Sim Gideon","3601","2",,"2016","32029.721",
"TX","Sim Gideon","3601","3",,"2016","171055.304",
"TX","South Houston Green Power Site","55470","EPN801",,"2016","769504.2",
"TX","South Houston Green Power Site","55470","EPN802",,"2016","787645.548",
"TX","South Houston Green Power Site","55470","EPN803",,"2016","784216.788",
"TX","Spencer","4266","4",,"2016","6670.75",
"TX","Spencer","4266","5",,"2016","8007.55",
"TX","Stryker Creek","3504","1",,"2016","7312.004",
"TX","Stryker Creek","3504","2",,"2016","86407.484",
"TX","Sweeny Cogeneration Facility","55015","1",,"2016",,
