State, Facility Name, Facility ID (ORISPL), Stack/Unit/Pipe ID, Associated Units, Year, CO2 (short tons)
"CA","Niland Gas Turbine Plant","56569","2",,"2016","10112.805",
"CA","Olive","6013","01",,"2016",,
"CA","Olive","6013","02",,"2016",,
"CA","Orange Grove Project","56914","CTG1",,"2016","11611.585",
"CA","Orange Grove Project","56914","CTG2",,"2016","11231.316",
"CA","Ormond Beach Generating Station","350","1",,"2016","36408.27",
"CA","Ormond Beach Generating Station","350","2",,"2016","41354.443",
"CA","Otay Mesa Energy Center, LLC","55345","CTG-1",,"2016","372773.654",
"CA","Otay Mesa Energy Center, LLC","55345","CTG-2",,"2016","379183.387",
"CA","Palomar Energy Center","55985","CTG1",,"2016","344858.601",
"CA","Palomar Energy Center","55985","CTG2",,"2016","344237.441",
"CA","Panoche Energy Center","56803","1",,"2016","40657.549",
"CA","Panoche Energy Center","56803","2",,"2016","42113.578",
"CA","Panoche Energy Center","56803","3",,"2016","42243.801",
"CA","Panoche Energy Center","56803","4",,"2016","37982.095",
"CA","Pastoria Energy Facility","55656","CT001",,"2016","492624.275",
"CA","Pastoria Energy Facility","55656","CT002",,"2016","450901.738",
"CA","Pastoria Energy Facility","55656","CT004",,"2016","437956.639",
"CA","Pio Pico Energy Center","57555","CTG1",,"2016","1343.557",
"CA","Pio Pico Energy Center","57555","CTG2",,"2016","1738.075",
"CA","Pio Pico Energy Center","57555","CTG3",,"2016","1789.441",
"CA","Pittsburg Generating Station (CA)","271","5",,"2016","27842.997",
"CA","Pittsburg Generating Station (CA)","271","6",,"2016","23646.312",
"CA","Pittsburg Generating Station (CA)","271","7",,"2016","41948.3",
"CA","Redding Power Plant","7307","5",,"2016","39742.712",
"CA","Redding Power Plant","7307","6",,"2016","65382.162",
"CA","Ripon Generation Station","56135","1",,"2016","24245.919",
"CA","Ripon Generation Station","56135","2",,"2016","15245.165",
"CA","Riverside Energy Resource Center","56143","1",,"2016","11407.782",
"CA","Riverside Energy Resource Center","56143","2",,"2016","10430.92",
"CA","Riverside Energy Resource Center","56143","3",,"2016","6850.499",
"CA","Riverside Energy Resource Center","56143","4",,"2016","7813.298",
"CA","Riverview Energy Center","55963","1",,"2016","10777.447",
"CA","Roseville Energy Park","56298","CT001",,"2016","72004.92",
"CA","Roseville Energy Park","56298","CT002",,"2016","99709.901",
"CA","Russell City Energy Company LLC","56467","CT1",,"2016","149494.76",
"CA","Russell City Energy Company LLC","56467","CT2",,"2016","171780.147",
"CA","SCA Cogen II","7551","1A",,"2016","114672.254",
"CA","SCA Cogen II","7551","1B",,"2016","149678.003",
"CA","SCA Cogen II","7551","1C",,"2016","15019.129",
"CA","Sacramento Power Authority Cogen","7552","1",,"2016","287574.255",
"CA","Salinas River Cogeneration Company","50865","1",,"2016","173854.715",
"CA","Sargent Canyon Cogen Company","50864","1",,"2016","175845.502",
"CA","Scattergood Generating Station","404","1",,"2016","193520.731",
"CA","Scattergood Generating Station","404","2",,"2016","45857.708",
"CA","Scattergood Generating Station","404","4",,"2016","355404.228",
"CA","Scattergood Generating Station","404","6",,"2016","79210.821",
"CA","Scattergood Generating Station","404","7",,"2016","105382.471",
"CA","Sentinel Energy Center, LLC","57482","1",,"2016","29436.379",
"CA","Sentinel Energy Center, LLC","57482","2",,"2016","26494.62",
"CA","Sentinel Energy Center, LLC","57482","3",,"2016","32470.748",
"CA","Sentinel Energy Center, LLC","57482","4",,"2016","29260.137",
"CA","Sentinel Energy Center, LLC","57482","5",,"2016","30911.603",
"CA","Sentinel Energy Center, LLC","57482","6",,"2016","21265.019",
"CA","Sentinel Energy Center, LLC","57482","7",,"2016","30285.784",
"CA","Sentinel Energy Center, LLC","57482","8",,"2016","20860.729",
"CA","Sunrise Power Company","55182","CTG1",,"2016","535722.541",
"CA","Sunrise Power Company","55182","CTG2",,"2016","525047.525",
"CA","Tracy Combined Cycle Power Plant","55933","TPP1",,"2016","57669.268",
"CA","Tracy Combined Cycle Power Plant","55933","TPP2",,"2016","56909.259",
"CA","Valley Generating Station","408","5",,"2016","4449.452",
"CA","Valley Generating Station","408","6",,"2016","315593.522",
"CA","Valley Generating Station","408","7",,"2016","240480.117",
"CA","Walnut Creek Energy Park","57515","GT1",,"2016","42121.181",
"CA","Walnut Creek Energy Park","57515","GT2",,"2016","48699.132",
"CA","Walnut Creek Energy Park","57515","GT3",,"2016","42705.885",
"CA","Walnut Creek Energy Park","57515","GT4",,"2016","35301.799",
"CA","Walnut Creek Energy Park","57515","GT5",,"2016","35540.153",
"CA","Walnut Energy Center","56078","1",,"2016","235218.653",
"CA","Walnut Energy Center","56078","2",,"2016","252150.043",
"CA","Wolfskill Energy Center","55855","UNIT1",,"2016","10308.262",
"CA","Woodland Generation Station","7266","1",,"2016","33812.838",
"CA","Woodland Generation Station","7266","2",,"2016","104014.606",
"CA","Yuba City Energy Center","10349","2",,"2016","11437.372",
"CO","Arapahoe Combustion Turbine Facility","55200","CT5",,"2016","13672.201",
"CO","Arapahoe Combustion Turbine Facility","55200","CT6",,"2016","13819.034",
"CO","Blue Spruce Energy Center","55645","CT-01",,"2016","63059.319",
"CO","Blue Spruce Energy Center","55645","CT-02",,"2016","50325.107",
"CO","Brush Power Projects","10682","GT2",,"2016","452.138",
"CO","Brush Power Projects","10682","GT4",,"2016","5818.679",
"CO","Brush Power Projects","10682","GT5",,"2016","5661.546",
"CO","Brush Power Projects","10682","MS4A"," GT4","2016",,
"CO","Brush Power Projects","10682","MS4B"," GT4","2016",,
"CO","Brush Power Projects","10682","MS5A"," GT5","2016",,
"CO","Brush Power Projects","10682","MS5B"," GT5","2016",,
"CO","Cherokee","469","4",,"2016","1792322.686",
"CO","Cherokee","469","5",,"2016","435229.287",
"CO","Cherokee","469","6",,"2016","455209.692",
"CO","Comanche (470)","470","1",,"2016","1713721.745",
"CO","Comanche (470)","470","2",,"2016","1508007.55",
"CO","Comanche (470)","470","3",,"2016","3726287.75",
"CO","Craig","6021","C1",,"2016","2186589.577",
"CO","Craig","6021","C2",,"2016","2406756.43",
"CO","Craig","6021","C3",,"2016","2242952.191",
"CO","Fort St. Vrain","6112","2",,"2016","382180.982",
"CO","Fort St. Vrain","6112","3",,"2016","370182.292",
"CO","Fort St. Vrain","6112","4",,"2016","342637.036",
"CO","Fort St. Vrain","6112","5",,"2016","38056.316",
"CO","Fort St. Vrain","6112","6",,"2016","43280.246",
"CO","Fountain Valley Power Plant","55453","1",,"2016","14628.756",
"CO","Fountain Valley Power Plant","55453","2",,"2016","11935.598",
"CO","Fountain Valley Power Plant","55453","3",,"2016","12900.388",
"CO","Fountain Valley Power Plant","55453","4",,"2016","14460.154",
"CO","Fountain Valley Power Plant","55453","5",,"2016","14745.966",
"CO","Fountain Valley Power Plant","55453","6",,"2016","12686.104",
"CO","Frank Knutson Station","55505","BR1",,"2016","5284.304",
"CO","Frank Knutson Station","55505","BR2",,"2016","3338.147",
"CO","Front Range Power Plant","55283","1",,"2016","348205.756",
"CO","Front Range Power Plant","55283","2",,"2016","462500.959",
"CO","Hayden","525","H1",,"2016","1076334.337",
"CO","Hayden","525","H2",,"2016","1058888.191",
"CO","J M Shafer","50707","S001",,"2016","52357.097",
"CO","J M Shafer","50707","S002",,"2016","30508.986",
"CO","J M Shafer","50707","S003",,"2016","48944.312",
"CO","J M Shafer","50707","S004",,"2016","51134.731",
"CO","J M Shafer","50707","S005",,"2016","34445.477",
"CO","Lamar","508","8",,"2016",,
"CO","Limon Generating Station","55504","L1",,"2016","12309.546",
"CO","Limon Generating Station","55504","L2",,"2016","4764.878",
"CO","Manchief Generating Station","55127","CT1",,"2016","14723.964",
"CO","Manchief Generating Station","55127","CT2",,"2016","25767.991",
"CO","Martin Drake","492","5",,"2016","4679.674",
"CO","Martin Drake","492","6",,"2016","334557.047",
"CO","Martin Drake","492","7",,"2016","569276.095",
"CO","Nucla","527","1",,"2016","338582.018",
"CO","Pawnee","6248","1",,"2016","2251688.367",
"CO","Pueblo Airport Generating Station","56998","CT01",,"2016","44406.986",
"CO","Pueblo Airport Generating Station","56998","CT02",,"2016","35534.994",
"CO","Pueblo Airport Generating Station","56998","CT04",,"2016","114500.409",
"CO","Pueblo Airport Generating Station","56998","CT05",,"2016","107778.108",
"CO","Pueblo Airport Generating Station","56998","CT06",,"2016","114550.733",
"CO","Pueblo Airport Generating Station","56998","CT07",,"2016","114744.91",
"CO","Rawhide Energy Station","6761","101",,"2016","1736713.517",
"CO","Rawhide Energy Station","6761","A",,"2016","3784.263",
"CO","Rawhide Energy Station","6761","B",,"2016","4792.826",
"CO","Rawhide Energy Station","6761","C",,"2016","2922.258",
"CO","Rawhide Energy Station","6761","D",,"2016","2566.165",
"CO","Rawhide Energy Station","6761","F",,"2016","12239.193",
"CO","Ray D Nixon","8219","1",,"2016","1187415.568",
"CO","Ray D Nixon","8219","2",,"2016","445.085",
"CO","Ray D Nixon","8219","3",,"2016","441.638",
"CO","Rocky Mountain Energy Center","55835","1",,"2016","386102.899",
"CO","Rocky Mountain Energy Center","55835","2",,"2016","391339.371",
"CO","Spindle Hill Energy Center","56445","CT-01",,"2016","13694.996",
"CO","Spindle Hill Energy Center","56445","CT-02",,"2016","9870.237",
"CO","Valmont","477","5",,"2016","919038.229",
"CO","Valmont Combustion Turbine Facility","55207","CT7",,"2016",,
"CO","Valmont Combustion Turbine Facility","55207","CT8",,"2016",,
"CO","Zuni","478","1",,"2016","17919.958",
"CO","Zuni","478","2",,"2016",,
"CO","Zuni","478","3",,"2016","9.545",
"CT","Alfred L Pierce Generating Station","6635","AP-1",,"2016","1200.284",
"CT","Algonquin Power Windsor Locks, LLC","10567","GT1",,"2016","12082.325",
"CT","Branford","540","10",,"2016",,
"CT","Bridgeport Energy","55042","BE1",,"2016","567645.198",
"CT","Bridgeport Energy","55042","BE2",,"2016","573855.991",
"CT","Bridgeport Harbor Station","568","BHB3",,"2016","139257.007",
"CT","Bridgeport Harbor Station","568","BHB4",,"2016",,
"CT","Capitol District Energy Center","50498","GT",,"2016","47586.917",
"CT","Cos Cob","542","10",,"2016",,
"CT","Cos Cob","542","11",,"2016",,
"CT","Cos Cob","542","12",,"2016",,
"CT","Cos Cob","542","13",,"2016",,
"CT","Cos Cob","542","14",,"2016",,
"CT","Devon","544","10",,"2016",,
"CT","Devon","544","11",,"2016","496.742",
"CT","Devon","544","12",,"2016","864.303",
"CT","Devon","544","13",,"2016","726.667",
"CT","Devon","544","14",,"2016","613.411",
"CT","Devon","544","15",,"2016","2263.053",
"CT","Devon","544","16",,"2016","1959.596",
"CT","Devon","544","17",,"2016","2067.397",
"CT","Devon","544","18",,"2016","2065.013",
"CT","Franklin Drive","561","10",,"2016",,
"CT","Kleen Energy Systems Project","56798","U1",,"2016","693182.366",
"CT","Kleen Energy Systems Project","56798","U2",,"2016","676274.928",
"CT","Lake Road Generating Company","55149","LRG1",,"2016","570278.715",
"CT","Lake Road Generating Company","55149","LRG2",,"2016","625616.576",
"CT","Lake Road Generating Company","55149","LRG3",,"2016","566626.376",
"CT","Middletown","562","10",,"2016",,
"CT","Middletown","562","12",,"2016","2588.804",
"CT","Middletown","562","13",,"2016","1816.617",
"CT","Middletown","562","14",,"2016","2187.42",
"CT","Middletown","562","15",,"2016","2247.074",
"CT","Middletown","562","2",,"2016","76991.763",
"CT","Middletown","562","3",,"2016","87365.872",
"CT","Middletown","562","4",,"2016","3709.071",
"CT","Milford Power Company LLC","55126","CT01",,"2016","535823.54",
"CT","Milford Power Company LLC","55126","CT02",,"2016","473002.684",
"CT","Montville","546","5",,"2016","985.164",
"CT","Montville","546","6",,"2016","12320.257",
"CT","New Haven Harbor","6156","NHB1",,"2016","43816.224",
"CT","New Haven Harbor","6156","NHHS2",,"2016","950.625",
"CT","New Haven Harbor","6156","NHHS3",,"2016","811.617",
"CT","New Haven Harbor","6156","NHHS4",,"2016","427.703",
"CT","Norwich","581","TRBINE",,"2016",,
"CT","Pratt & Whitney, East Hartford","54605","001",,"2016","2079.835",
"CT","ReEnergy Sterling Energy Facility","50736","B1",,"2016",,
"CT","ReEnergy Sterling Energy Facility","50736","B2",,"2016",,
"CT","ReEnergy Sterling Energy Facility","50736","CS1"," B1, B2","2016",,
"CT","South Meadow Station","563","11A",,"2016","290.3",
"CT","South Meadow Station","563","11B",,"2016","290.3",
"CT","South Meadow Station","563","12A",,"2016","174.3",
"CT","South Meadow Station","563","12B",,"2016","174.3",
"CT","South Meadow Station","563","13A",,"2016","134.8",
"CT","South Meadow Station","563","13B",,"2016","161.3",
"CT","South Meadow Station","563","14A",,"2016","197.8",
"CT","South Meadow Station","563","14B",,"2016","197.8",
"CT","Torrington Terminal","565","10",,"2016",,
"CT","Tunnel","557","10",,"2016",,
"CT","Wallingford Energy, LLC","55517","CT01",,"2016","16673.6",
"CT","Wallingford Energy, LLC","55517","CT02",,"2016","16485.208",
"CT","Wallingford Energy, LLC","55517","CT03",,"2016","19411.182",
"CT","Wallingford Energy, LLC","55517","CT04",,"2016","14149.002",
"CT","Wallingford Energy, LLC","55517","CT05",,"2016","19873.616",
"CT","Waterbury Generation","56629","10",,"2016","14928.456",
"CT","Waterside Power, LLC","56189","4",,"2016",,
"CT","Waterside Power, LLC","56189","5",,"2016",,
"CT","Waterside Power, LLC","56189","7",,"2016",,
"DC","GSA Central Heating","880004","3",,"2016",,
"DC","GSA Central Heating","880004","4",,"2016",,
"DC","GSA Central Heating","880004","5C",,"2016",,
"DE","Christiana Substation","591","11",,"2016","62.1",
"DE","Christiana Substation","591","14",,"2016","95.5",
"DE","Delaware City","592","10",,"2016",,
"DE","Delaware City Refinery","52193","DCPP4",,"2016","130062.32",
"DE","Edge Moor","593","10",,"2016",,
"DE","Edge Moor","593","3",,"2016","55508.625",
"DE","Edge Moor","593","4",,"2016","126771.779",
"DE","Edge Moor","593","5",,"2016","270128.442",
"DE","Garrison Energy Center","57349","1",,"2016","533555.07",
"DE","Hay Road","7153","**3",,"2016","255959.409",
"DE","Hay Road","7153","1",,"2016","255101.485",
"DE","Hay Road","7153","2",,"2016","242985.138",
"DE","Hay Road","7153","5",,"2016","239370.833",
"DE","Hay Road","7153","6",,"2016","244839.17",
"DE","Hay Road","7153","7",,"2016","243289.801",
"DE","Indian River","594","10",,"2016",,
"DE","Indian River","594","4",,"2016","510734.967",
"DE","McKee Run","599","1",,"2016",,
"DE","McKee Run","599","2",,"2016",,
"DE","McKee Run","599","3",,"2016","24119.888",
"DE","NRG Energy Center Dover","10030","2",,"2016","98796.48",
"DE","NRG Energy Center Dover","10030","3",,"2016","18995.507",
"DE","Van Sant","7318","**11",,"2016","770.37",
"DE","Warren F. Sam Beasley Pwr Station","7962","1",,"2016","22701.735",
"DE","Warren F. Sam Beasley Pwr Station","7962","2",,"2016","21186.704",
"DE","West Substation","597","10",,"2016",,
"FL","Anclote","8048","1",,"2016","904378.293",
"FL","Anclote","8048","2",,"2016","931112.885",
"FL","Arvah B Hopkins","688","1",,"2016","97798.325",
"FL","Arvah B Hopkins","688","2A",,"2016","512960.017",
"FL","Arvah B Hopkins","688","HC2",,"2016",,
"FL","Arvah B Hopkins","688","HC3",,"2016","54375.475",
"FL","Arvah B Hopkins","688","HC4",,"2016","49878.05",
"FL","Auburndale Peaker Energy Center","55833","6",,"2016","14648.185",
"FL","Avon Park","624","P1",,"2016",,
"FL","Avon Park","624","P2",,"2016",,
"FL","Bayboro","627","1A",,"2016",,
"FL","Bayboro","627","1B",,"2016",,
"FL","Bayboro","627","2A",,"2016",,
"FL","Bayboro","627","2B",,"2016",,
"FL","Bayboro","627","3A",,"2016",,
"FL","Bayboro","627","3B",,"2016",,
"FL","Bayboro","627","4A",,"2016",,
"FL","Bayboro","627","4B",,"2016",,
"FL","Bayside Power Station","7873","CT1A",,"2016","460760.625",
"FL","Bayside Power Station","7873","CT1B",,"2016","450809.325",
"FL","Bayside Power Station","7873","CT1C",,"2016","450316.45",
"FL","Bayside Power Station","7873","CT2A",,"2016","380457.025",
"FL","Bayside Power Station","7873","CT2B",,"2016","372062.3",
"FL","Bayside Power Station","7873","CT2C",,"2016","373982.0",
"FL","Bayside Power Station","7873","CT2D",,"2016","377433.775",
"FL","Bayside Power Station","7873","CT3A",,"2016","4270.275",
"FL","Bayside Power Station","7873","CT3B",,"2016","4243.175",
"FL","Bayside Power Station","7873","CT4A",,"2016","7648.05",
"FL","Bayside Power Station","7873","CT4B",,"2016","7598.175",
"FL","Bayside Power Station","7873","CT5A",,"2016","1599.725",
"FL","Bayside Power Station","7873","CT5B",,"2016","1514.775",
"FL","Bayside Power Station","7873","CT6A",,"2016","1894.775",
"FL","Bayside Power Station","7873","CT6B",,"2016","1899.55",
"FL","Big Bend","645","BB01",,"2016",,
"FL","Big Bend","645","BB02",,"2016",,
"FL","Big Bend","645","BB03",,"2016","1124549.3",
"FL","Big Bend","645","BB04",,"2016","2206761.95",
"FL","Big Bend","645","CS0W1"," BB01, BB02","2016","2804009.625",
"FL","Big Bend","645","CT4A",,"2016","5202.973",
"FL","Big Bend","645","CT4B",,"2016","5417.865",
"FL","Brandy Branch","7846","1",,"2016","32774.271",
"FL","Brandy Branch","7846","2",,"2016","344283.267",
"FL","Brandy Branch","7846","3",,"2016","433682.559",
"FL","C D McIntosh Jr Power Plant","676","2",,"2016","17788.291",
"FL","C D McIntosh Jr Power Plant","676","3",,"2016","983085.667",
"FL","C D McIntosh Jr Power Plant","676","5",,"2016","651039.507",
"FL","Cane Island","7238","**1",,"2016","1654.738",
"FL","Cane Island","7238","2",,"2016","118086.059",
"FL","Cane Island","7238","3",,"2016","504929.572",
"FL","Cane Island","7238","4",,"2016","613073.986",
"FL","Cape Canaveral","609","CCCT3A",,"2016","724157.07",
"FL","Cape Canaveral","609","CCCT3B",,"2016","638514.708",
